"('Rift basins', 0.248)","('Rifts and grabens', 0.248)","('Structural geology', 0.248)","('Plate tectonics', 0.243)","('Community', 0.016)","('Indian Vaishnavites', 0.003)","('Politicians from Ahmedabad', 0.003)","('Indian prisoners and detainees', 0.001)","('1956 establishments in India', 0.0)","('Karnataka', 0.0)"
"('Snow or ice weather phenomena', 0.941)","('Fog', 0.922)","('Road hazards', 0.868)","('Clouds, fog and precipitation', 0.739)","('Weather hazards to aircraft', 0.724)","('1819 establishments in India', 0.695)","('Populated places established in 1819', 0.695)","('Shimla', 0.695)","('Cities and towns in Shimla district', 0.681)","('Landslides', 0.428)"
"('Hong Kong websites', 0.98)","('Newspaper companies of Hong Kong', 0.98)","('Barrages (dam)', 0.641)","('Dams', 0.641)","('Hydraulic structures', 0.641)","('Cities and towns in Kolhapur district', 0.591)","('Kolhapur', 0.591)","('New media', 0.364)","('Trains', 0.233)","('Rescue', 0.172)"
"('Presidents of Delhi University Students Union', 0.769)","('Speakers of the Delhi Legislative Assembly', 0.769)","('Trade unionists from Delhi', 0.769)","('Brass', 0.695)","('History of metallurgy', 0.695)","('Zinc alloys', 0.695)","('Beaches of Mumbai', 0.681)","('Copper alloys', 0.568)","('1727 establishments in India', 0.535)","('Cities and towns in Jaipur district', 0.535)"
"('Presidents of Delhi University Students Union', 0.769)","('Speakers of the Delhi Legislative Assembly', 0.769)","('Trade unionists from Delhi', 0.769)","('1727 establishments in India', 0.535)","('Cities and towns in Jaipur district', 0.535)","('Jaipur', 0.535)","('Populated places established in 1727', 0.535)","('World Heritage Sites in India', 0.411)","('State cabinet ministers of Delhi', 0.253)","('Lok Sabha members from Delhi', 0.113)"
"('Military of Pakistan', 0.754)","('Military units and formations established in 1947', 0.754)","('Pakistan Army', 0.754)","('Government of Pakistan', 0.739)","('Film terminology stubs', 0.568)","('Home video supplements', 0.568)","('Alumni of Keble College, Oxford', 0.483)","('British Universities cricketers', 0.483)","('Chancellors of the University of Bradford', 0.483)","('Charity fundraisers (people)', 0.483)"
"('Assamese-language singers', 0.868)","('People from Guwahati', 0.868)","('Singers from Guwahati', 0.868)","('Singers from Kolkata', 0.868)","('Ssingers from Assam', 0.868)","('Women musicians from West Bengal', 0.868)","('Indian women pop singers', 0.851)","('Indian women singer-songwriters', 0.851)","('Performers of Hindu music', 0.851)","('Bengali-language singers', 0.801)"
"('Presidents of Delhi University Students Union', 0.769)","('Speakers of the Delhi Legislative Assembly', 0.769)","('Trade unionists from Delhi', 0.769)","('1727 establishments in India', 0.535)","('Cities and towns in Jaipur district', 0.535)","('Jaipur', 0.535)","('Populated places established in 1727', 0.535)","('World Heritage Sites in India', 0.411)","('State cabinet ministers of Delhi', 0.253)","('Lok Sabha members from Delhi', 0.113)"
"('1821 establishments in the Dominican Republic', 0.98)","('1822 establishments in Haiti', 0.98)","('1844 disestablishments in Haiti', 0.98)","('1844 establishments in North America', 0.98)","('1861 establishments in the Spanish West Indies', 0.98)","('1865 disestablishments in the Spanish West Indies', 0.98)","('Dominican Republic', 0.98)","('States and territories established in 1844', 0.98)","('1492 establishments in the Spanish West Indies', 0.941)","('Boxing', 0.886)"
"('Motorcycle technology', 0.98)","('Motorcycles', 0.98)","('Motorcycling', 0.98)","('Aircraft manufacturers of Japan', 0.96)","('Boat builders', 0.96)","('Defense companies of Japan', 0.96)","('Electric motor manufacturers', 0.96)","('Engine manufacturers of Japan', 0.96)","('Honda', 0.96)","('IndyCar Series engine manufacturers', 0.96)"
"('Kuwait City', 1.0)","('Populated coastal places in Kuwait', 1.0)","('Populated places established in 1613', 1.0)","('Populated places in Kuwait', 1.0)","('Port cities and towns in Kuwait', 1.0)","('Gay men', 0.98)","('Harvard Kennedy School alumni', 0.98)","('LGBT appointed officials in the United States', 0.98)","('NBC News people', 0.98)","('People of the Central Intelligence Agency', 0.98)"
"('American freestyle music groups', 0.628)","('Smalltown Supersound artists', 0.628)","('United States musical group stubs', 0.628)","('Finance Ministers of Rajasthan', 0.603)","('Chief Ministers of Rajasthan', 0.591)","('People from Jodhpur', 0.568)","('Musical groups from San Francisco', 0.545)","('1727 establishments in India', 0.535)","('Cities and towns in Jaipur district', 0.535)","('Jaipur', 0.535)"
"('Tributaries of the Krishna River', 0.96)","('Dams completed in 1954', 0.96)","('Dams in Kolhapur district', 0.96)","('Rivers of Maharashtra', 0.904)","('Maharashtra Nationalist Congress Party politician stubs', 0.739)","('Rivers of India', 0.668)","('Worship', 0.654)","('Barrages (dam)', 0.641)","('Dams', 0.641)","('Hydraulic structures', 0.641)"
"('Business stubs', 0.98)","('Statues', 0.98)","('People from Alipore', 0.941)","('People from Shillong', 0.941)","('West Bengal MLAs 1987–1991', 0.941)","('West Bengal MLAs 1991–1996', 0.941)","('1869 births', 0.904)","('1948 deaths', 0.904)","('19th-century Indian lawyers', 0.904)","('19th-century Indian male writers', 0.904)"
"('Area studies journal stubs', 0.96)","('Asian studies', 0.96)","('Publications established in 1914', 0.96)","('Routledge academic journals', 0.96)","('Fictional criminals in soap operas', 0.96)","('Fictional fraudsters', 0.96)","('Fictional gang members', 0.96)","('Fictional shopkeepers', 0.96)","('Fictional surfers', 0.96)","('Home and Away characters', 0.96)"
"('Cabinets (furniture)', 0.96)","('Assamese-language singers', 0.868)","('People from Guwahati', 0.868)","('Singers from Guwahati', 0.868)","('Singers from Kolkata', 0.868)","('Ssingers from Assam', 0.868)","('Women musicians from West Bengal', 0.868)","('Indian women pop singers', 0.851)","('Indian women singer-songwriters', 0.851)","('Performers of Hindu music', 0.851)"
"('Presidents of Delhi University Students Union', 0.769)","('Speakers of the Delhi Legislative Assembly', 0.769)","('Trade unionists from Delhi', 0.769)","('1727 establishments in India', 0.535)","('Cities and towns in Jaipur district', 0.535)","('Jaipur', 0.535)","('Populated places established in 1727', 0.535)","('World Heritage Sites in India', 0.411)","('State cabinet ministers of Delhi', 0.253)","('Lok Sabha members from Delhi', 0.113)"
"('Altruism', 0.654)","('Community building', 0.654)","('Deputy Chief Ministers of Karnataka', 0.269)","('Janata Dal (Secular) politicians', 0.264)","('Karnataka MLAs 2013–2018', 0.264)","('Karnataka MLAs 2018–2023', 0.248)","('Politicians from Mysore', 0.248)","('Bharatiya Lok Dal politicians', 0.229)","('Indian socialists', 0.207)","('Karnataka MLAs 2004–2007', 0.183)"
"('Appellate review', 0.437)","('Judiciaries', 0.372)","('Lawsuits', 0.104)","('Children of Poseidon', 0.045)","('Medusa', 0.045)","('Pegasus', 0.045)","('10th Lok Sabha members', 0.0)","('11th Lok Sabha members', 0.0)","('12th Lok Sabha members', 0.0)","('13th Lok Sabha members', 0.0)"
"('1959 establishments in Delhi', 0.922)","('Doordarshan original programming', 0.922)","('Mass media companies established in 1959', 0.922)","('Multilingual broadcasters', 0.922)","('Producers who won the Best Film on Environment Conservation/Preservation National Film Award', 0.922)","('Producers who won the Best Film on Other Social Issues National Film Award', 0.922)","('Television channels and stations established in 1959', 0.922)","('Television stations in India', 0.922)","('Doordarshan', 0.904)","('Foreign television channels broadcasting in the United Kingdom', 0.904)"
"('2010 psychological thriller films', 0.941)","('2010 science fiction action films', 0.941)","('2010s action adventure films', 0.941)","('American action adventure films', 0.941)","('American science fiction action films', 0.941)","('American science fiction thriller films', 0.941)","('British action adventure films', 0.941)","('British action thriller films', 0.941)","('British psychological thriller films', 0.941)","('British science fiction action films', 0.941)"
"('2010 psychological thriller films', 0.941)","('2010 science fiction action films', 0.941)","('2010s action adventure films', 0.941)","('American action adventure films', 0.941)","('American science fiction action films', 0.941)","('American science fiction thriller films', 0.941)","('British action adventure films', 0.941)","('British action thriller films', 0.941)","('British psychological thriller films', 0.941)","('British science fiction action films', 0.941)"
"('2010 psychological thriller films', 0.941)","('2010 science fiction action films', 0.941)","('2010s action adventure films', 0.941)","('American action adventure films', 0.941)","('American science fiction action films', 0.941)","('American science fiction thriller films', 0.941)","('British action adventure films', 0.941)","('British action thriller films', 0.941)","('British psychological thriller films', 0.941)","('British science fiction action films', 0.941)"
"('2010 psychological thriller films', 0.941)","('2010 science fiction action films', 0.941)","('2010s action adventure films', 0.941)","('American action adventure films', 0.941)","('American science fiction action films', 0.941)","('American science fiction thriller films', 0.941)","('British action adventure films', 0.941)","('British action thriller films', 0.941)","('British psychological thriller films', 0.941)","('British science fiction action films', 0.941)"
"('Joints', 0.474)","('Skeletal system', 0.387)","('Armies', 0.015)","('Types of military forces', 0.014)","('Prevention', 0.004)","('August', 0.001)","('Law enforcement', 0.0)","('Security', 0.0)","('Months', 0.0)","('Language', 0.0)"
"('Tributaries of the Krishna River', 0.96)","('Dams completed in 1954', 0.96)","('Dams in Kolhapur district', 0.96)","('Rivers of Maharashtra', 0.904)","('Cities and towns in Sangli district', 0.769)","('Sangli', 0.769)","('Maharashtra Nationalist Congress Party politician stubs', 0.739)","('Rivers of India', 0.668)","('Worship', 0.654)","('Barrages (dam)', 0.641)"
"('Tennis players at the 2020 Summer Olympics', 1.311)","('Indian female tennis players', 1.206)","('Tennis players at the 2014 Asian Games', 1.114)","('Tennis players at the 2016 Summer Olympics', 1.114)","('Hard court tennis tournaments', 1.0)","('Hobart International', 1.0)","('Sport in Hobart', 1.0)","('Tennis tournaments in Australia', 1.0)","('WTA Tour', 1.0)","('Olympic tennis players of Ukraine', 0.98)"
"('Tennis players at the 2020 Summer Olympics', 1.311)","('Indian female tennis players', 1.206)","('Tennis players at the 2014 Asian Games', 1.114)","('Tennis players at the 2016 Summer Olympics', 1.114)","('Olympic tennis players of Ukraine', 0.98)","('Sportspeople from Dnipro', 0.98)","('Twin people from Ukraine', 0.98)","('Twin sportspeople', 0.98)","('Ukrainian female tennis players', 0.98)","('Sport shooters from Haryana', 0.886)"
"('Commonwealth Games medallists in shooting', 1.336)","('ISSF pistol shooters', 0.98)","('Indian sport shooting biography stubs', 0.98)","('Shooters at the 2006 Commonwealth Games', 0.96)","('Digital electronics', 0.96)","('Shooters at the 2006 Asian Games', 0.941)","('Sport shooters from Haryana', 0.886)","('Software anomalies', 0.868)","('Software bugs', 0.868)","('People from Jhajjar', 0.834)"
"('Caps', 0.739)","('Clothing stubs', 0.739)","('Headgear', 0.641)","('Computer networking', 0.122)","('Data transmission', 0.122)","('Network file transfer protocols', 0.122)","('Servers (computing)', 0.122)","('Social ethics', 0.098)","('Authority', 0.075)","('Place name disambiguation pages', 0.012)"
"('Tamil masculine given names', 0.591)","('1983 establishments in Tamil Nadu', 0.545)","('Apollo Hospitals', 0.545)","('Hospitals established in 1983', 0.545)","('Hospitals in Chennai', 0.535)","('Indian companies established in 1983', 0.535)","('Companies based in Chennai', 0.483)","('Health care companies of India', 0.387)","('Hospital networks in India', 0.372)","('Companies listed on the National Stock Exchange of India', 0.106)"
"('Tennis players at the 2020 Summer Olympics', 1.748)","('Olympic tennis players of Japan', 1.668)","('Medalists at the 2016 Summer Olympics', 1.602)","('BBC 100 Women', 1.282)","('Indian female tennis players', 1.206)","('Tennis players at the 2008 Summer Olympics', 1.136)","('1997 births', 1.136)","('Tennis players at the 2014 Asian Games', 1.114)","('Tennis players at the 2016 Summer Olympics', 1.114)","('Hopman Cup competitors', 1.048)"
"('Cities and towns in Kulgam district', 0.941)","('Cities and towns in Jammu district', 0.001)","('Jammu (city)', 0.001)","('Communication', 0.0)","('News', 0.0)","('Sociology of knowledge', 0.0)","('Television terminology', 0.0)","('Capitals of former nations', 0.0)","('Cities and towns in Jammu and Kashmir', 0.0)","('Former capital cities in India', 0.0)"
"('Animal flight', 0.616)","('Animals that use echolocation', 0.616)","('Bats', 0.616)","('Cave mammals', 0.616)","('Nocturnal animals', 0.616)","('Taxa named by Johann Friedrich Blumenbach', 0.616)","('Deputy Chief Ministers of Karnataka', 0.269)","('Janata Dal (Secular) politicians', 0.264)","('Karnataka MLAs 2013–2018', 0.264)","('Karnataka MLAs 2018–2023', 0.248)"
"('Tributaries of the Krishna River', 0.96)","('Dams completed in 1954', 0.96)","('Dams in Kolhapur district', 0.96)","('Rivers of Maharashtra', 0.904)","('Maharashtra Nationalist Congress Party politician stubs', 0.739)","('Rivers of India', 0.668)","('Worship', 0.654)","('Barrages (dam)', 0.641)","('Dams', 0.641)","('Hydraulic structures', 0.641)"
"('Tennis players at the 2020 Summer Olympics', 1.748)","('Olympic tennis players of Japan', 1.668)","('Medalists at the 2016 Summer Olympics', 1.602)","('BBC 100 Women', 1.282)","('Indian female tennis players', 1.206)","('Tennis players at the 2008 Summer Olympics', 1.136)","('1997 births', 1.136)","('Tennis players at the 2014 Asian Games', 1.114)","('Tennis players at the 2016 Summer Olympics', 1.114)","('Hopman Cup competitors', 1.048)"
"('2019 establishments in New York City', 0.524)","('Financial services companies established in 2019', 0.524)","('Internet properties established in 2019', 0.524)","('Trains', 0.233)","('Transport', 0.176)","('Indian political slogans', 0.156)","('Weather', 0.138)","('Cities', 0.002)","('City', 0.002)","('Populated places by type', 0.002)"
"('Hittite deities', 1.0)","('Hurrian deities', 1.0)","('Digital electronics', 0.96)","('Characters in the Enūma Eliš', 0.922)","('Mesopotamian gods', 0.922)","('Sport shooters from Haryana', 0.886)","('Software anomalies', 0.868)","('Software bugs', 0.868)","('People from Jhajjar', 0.834)","('16th-century introductions', 0.754)"
"('Tennis players at the 2020 Summer Olympics', 1.748)","('Olympic tennis players of Japan', 1.668)","('Medalists at the 2016 Summer Olympics', 1.602)","('BBC 100 Women', 1.282)","('Indian female tennis players', 1.206)","('Tennis players at the 2008 Summer Olympics', 1.136)","('1997 births', 1.136)","('Tennis players at the 2014 Asian Games', 1.114)","('Tennis players at the 2016 Summer Olympics', 1.114)","('Hopman Cup competitors', 1.048)"
"('Balochistan cricketers', 1.0)","('Pakistani cricket biography stubs', 1.0)","('Ancient Egyptian funerary practices', 0.98)","('Archaeology of death', 0.98)","('Egyptian artefact types', 0.98)","('Mummies', 0.98)","('2020s sports drama films', 0.96)","('Films not released in theaters due to the COVID-19 pandemic', 0.96)","('Indian boxing films', 0.96)","('2021 drama films', 0.941)"
"('1932 establishments in the United States', 0.941)","('Awards established in 1932', 0.941)","('Courage awards', 0.941)","('Military awards and decorations of the United States', 0.941)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)"
"('American magazine editors', 0.941)","('American male essayists', 0.941)","('American political commentators', 0.941)","('Cathedral and John Connon School alumni', 0.941)","('International relations scholars', 0.941)","('New America (organization)', 0.941)","('Newsweek people', 0.941)","('Political commentators', 0.941)","('Political realists', 0.941)","('Radical centrist writers', 0.941)"
"('Seth Anandram Jaipuria College alumni', 0.941)","('Shooters at the 2012 Summer Olympics', 0.904)","('ISSF rifle shooters', 0.769)","('Shooters at the 2014 Asian Games', 0.754)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)"
"('1932 establishments in the United States', 0.941)","('Awards established in 1932', 0.941)","('Courage awards', 0.941)","('Military awards and decorations of the United States', 0.941)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)"
"('1932 establishments in the United States', 0.941)","('Awards established in 1932', 0.941)","('Courage awards', 0.941)","('Military awards and decorations of the United States', 0.941)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)"
"('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)","('Sportspeople from Andhra Pradesh', 0.724)","('Sportswomen from Andhra Pradesh', 0.724)"
"('1932 establishments in the United States', 0.941)","('Awards established in 1932', 0.941)","('Courage awards', 0.941)","('Military awards and decorations of the United States', 0.941)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)"
"('Pyramids', 0.886)","('Economic growth', 0.868)","('Conglomerate companies of India', 0.785)","('Indian companies established in 1966', 0.785)","('Natural gas companies of India', 0.785)","('Non-renewable resource companies established in 1966', 0.785)","('Oil and gas companies of India', 0.785)","('Petrochemical companies of India', 0.785)","('Reliance Industries', 0.785)","('Technology companies established in 1966', 0.785)"
"('American economist stubs', 0.922)","('Harvard Business School faculty', 0.922)","('American economists', 0.904)","('Princeton University alumni', 0.886)","('Films directed by Mani Ratnam', 0.535)","('Films shot in Madhya Pradesh', 0.535)","('Films shot in Pollachi', 0.535)","('Films shot in West Bengal', 0.535)","('Hyperlink films', 0.535)","('Indian political thriller films', 0.535)"
"('American magazine editors', 0.941)","('American male essayists', 0.941)","('American political commentators', 0.941)","('Cathedral and John Connon School alumni', 0.941)","('International relations scholars', 0.941)","('New America (organization)', 0.941)","('Newsweek people', 0.941)","('Political commentators', 0.941)","('Political realists', 0.941)","('Radical centrist writers', 0.941)"
"('Pyramids', 0.886)","('Economic growth', 0.868)","('Conglomerate companies of India', 0.785)","('Indian companies established in 1966', 0.785)","('Natural gas companies of India', 0.785)","('Non-renewable resource companies established in 1966', 0.785)","('Oil and gas companies of India', 0.785)","('Petrochemical companies of India', 0.785)","('Reliance Industries', 0.785)","('Technology companies established in 1966', 0.785)"
"('Indian business writers', 1.0)","('Indian classical liberals', 1.0)","('1943 births', 0.96)","('People from Faisalabad', 0.941)","('Pyramids', 0.886)","('Economic growth', 0.868)","('Conglomerate companies of India', 0.785)","('Indian companies established in 1966', 0.785)","('Natural gas companies of India', 0.785)","('Non-renewable resource companies established in 1966', 0.785)"
"('Indian economics writers', 0.98)","('Indian journalist stubs', 0.96)","('Indian journalists', 0.922)","('Pyramids', 0.886)","('Economic growth', 0.868)","('Indian investigative journalists', 0.817)","('Conglomerate companies of India', 0.785)","('Indian companies established in 1966', 0.785)","('Natural gas companies of India', 0.785)","('Non-renewable resource companies established in 1966', 0.785)"
"('Finance Commission of India', 1.0)","('Finance in India', 1.0)","('Government finances in India', 0.98)","('Indian commissions and inquiries', 0.98)","('Pyramids', 0.886)","('Economic growth', 0.868)","('Conglomerate companies of India', 0.785)","('Indian companies established in 1966', 0.785)","('Natural gas companies of India', 0.785)","('Non-renewable resource companies established in 1966', 0.785)"
"('Pyramids', 0.886)","('Economic growth', 0.868)","('Conglomerate companies of India', 0.785)","('Indian companies established in 1966', 0.785)","('Natural gas companies of India', 0.785)","('Non-renewable resource companies established in 1966', 0.785)","('Oil and gas companies of India', 0.785)","('Petrochemical companies of India', 0.785)","('Reliance Industries', 0.785)","('Technology companies established in 1966', 0.785)"
"('American magazine editors', 0.941)","('American male essayists', 0.941)","('American political commentators', 0.941)","('Cathedral and John Connon School alumni', 0.941)","('International relations scholars', 0.941)","('New America (organization)', 0.941)","('Newsweek people', 0.941)","('Political commentators', 0.941)","('Political realists', 0.941)","('Radical centrist writers', 0.941)"
"('American magazine editors', 0.941)","('American male essayists', 0.941)","('American political commentators', 0.941)","('Cathedral and John Connon School alumni', 0.941)","('International relations scholars', 0.941)","('New America (organization)', 0.941)","('Newsweek people', 0.941)","('Political commentators', 0.941)","('Political realists', 0.941)","('Radical centrist writers', 0.941)"
"('Luxury motor vehicle manufacturers', 1.844)","('Marine engine manufacturers', 1.844)","('Car brands', 1.772)","('Smartphones', 1.602)","('Alt-tech', 1.418)","('Trumpism', 1.362)","('1963 establishments in Italy', 1.0)","('Audi', 1.0)","('Companies based in the Metropolitan City of Bologna', 1.0)","('Engine manufacturers of Italy', 1.0)"
"('Libertarian publications', 1.0)","('Libertarianism in India', 1.0)","('2007 establishments in Karnataka', 0.96)","('Coaching', 0.941)","('Monthly magazines published in India', 0.922)","('Magazines established in 2007', 0.868)","('Political magazines published in India', 0.834)","('Sleep disorders', 0.769)","('Cities and towns in Ratnagiri district', 0.535)","('Dream', 0.535)"
"('Municipalities in Minas Gerais', 1.0)","('Leaders of the Opposition in Meghalaya', 0.98)","('Lok Sabha members from Meghalaya', 0.98)","('Meghalaya MLAs 2008–2013', 0.98)","('Meghalaya MLAs 2018–2023', 0.98)","(""National People's Party (India) politicians"", 0.98)","('Nationalist Congress Party politicians from Meghalaya', 0.98)","('People from Tura, Meghalaya', 0.98)","('State cabinet ministers of Meghalaya', 0.98)","('Alumni of Imperial College London', 0.904)"
"('Maghreb', 1.0)","('Businesspeople from Lahore', 0.96)","('Chief Ministers of Punjab, Pakistan', 0.96)","('Defence Ministers of Pakistan', 0.96)","('Expelled members of the National Assembly of Pakistan', 0.96)","('Finance Ministers of Punjab, Pakistan', 0.96)","('Foreign Ministers of Pakistan', 0.96)","('Honorary Knights Grand Cross of the Order of St Michael and St George', 0.96)","('Leaders of the Opposition (Pakistan)', 0.96)","('Leaders ousted by a coup', 0.96)"
"('British campaign medals', 0.724)","('Military of British India', 0.724)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)"
"('Indian landlords', 0.769)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)","('Sportspeople from Andhra Pradesh', 0.724)"
"('Communes of Orne', 0.904)","('Orne geography stubs', 0.904)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)"
"('British campaign medals', 0.724)","('Military of British India', 0.724)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)"
"('1498 births', 0.941)","('1547 deaths', 0.941)","('16th-century Hindu religious leaders', 0.941)","('16th-century Indian singers', 0.941)","('16th-century Indian women singers', 0.941)","('Devotees of Krishna', 0.941)","('Educators from Rajasthan', 0.941)","('Indian princesses', 0.941)","('Indian women religious leaders', 0.941)","('People from Pali district', 0.941)"
"('1498 births', 0.941)","('1547 deaths', 0.941)","('16th-century Hindu religious leaders', 0.941)","('16th-century Indian singers', 0.941)","('16th-century Indian women singers', 0.941)","('Devotees of Krishna', 0.941)","('Educators from Rajasthan', 0.941)","('Indian princesses', 0.941)","('Indian women religious leaders', 0.941)","('People from Pali district', 0.941)"
"('British campaign medals', 0.724)","('Military of British India', 0.724)","('Asian Games medalists in weightlifting', 0.724)","('Indian female weightlifters', 0.724)","('Medalists at the 2000 Summer Olympics', 0.724)","('Olympic medalists in weightlifting', 0.724)","('Olympic weightlifters of India', 0.724)","('People from Srikakulam', 0.724)","('People from Srikakulam district', 0.724)","('People from Uttarandhra', 0.724)"
"('Silver', 0.503)","('Medals', 0.455)","('Minerals in space group 225', 0.243)","('Noble metals', 0.243)","('Precious metals', 0.243)","('Electrical conductors', 0.144)","('Transition metals', 0.125)","('Cubic minerals', 0.104)","('Quantity', 0.08)","('Chemical elements with face-centered cubic structure', 0.063)"
"('Asian Games medalists in shooting', 1.8479999999999999)","('Olympic shooters of India', 1.784)","('Asian Games medalists in table tennis', 1.57)","('Table tennis players at the 2014 Asian Games', 1.57)","('Table tennis players at the 2016 Summer Olympics', 1.57)","('Shooters at the 2018 Asian Games', 1.5390000000000001)","('Shooters at the 2020 Summer Olympics', 1.5390000000000001)","('Commonwealth Games medallists in table tennis', 1.538)","('Olympic table tennis players of India', 1.538)","('Table tennis players at the 2018 Asian Games', 1.538)"
"('Asian Games medalists in table tennis', 1.57)","('Table tennis players at the 2014 Asian Games', 1.57)","('Table tennis players at the 2016 Summer Olympics', 1.57)","('Shooters at the 2018 Asian Games', 1.5390000000000001)","('Shooters at the 2020 Summer Olympics', 1.5390000000000001)","('Commonwealth Games medallists in table tennis', 1.538)","('Olympic table tennis players of India', 1.538)","('Table tennis players at the 2018 Asian Games', 1.538)","('Table tennis players at the 2018 Commonwealth Games', 1.538)","('Table tennis players at the 2020 Summer Olympics', 1.538)"
"('Commonwealth Games medallists in table tennis', 2.307)","('Olympic table tennis players of India', 2.307)","('Table tennis players at the 2018 Asian Games', 2.307)","('Table tennis players at the 2018 Commonwealth Games', 2.307)","('Table tennis players at the 2020 Summer Olympics', 2.307)","('Indian female table tennis players', 1.736)","('Asian Games medalists in table tennis', 1.57)","('Table tennis players at the 2014 Asian Games', 1.57)","('Table tennis players at the 2016 Summer Olympics', 1.57)","('Shooters at the 2018 Asian Games', 1.5390000000000001)"
"('Asian Games medalists in table tennis', 1.57)","('Table tennis players at the 2014 Asian Games', 1.57)","('Table tennis players at the 2016 Summer Olympics', 1.57)","('Shooters at the 2018 Asian Games', 1.5390000000000001)","('Shooters at the 2020 Summer Olympics', 1.5390000000000001)","('Commonwealth Games medallists in table tennis', 1.538)","('Olympic table tennis players of India', 1.538)","('Table tennis players at the 2018 Asian Games', 1.538)","('Table tennis players at the 2018 Commonwealth Games', 1.538)","('Table tennis players at the 2020 Summer Olympics', 1.538)"
"('Olympic shooters of India', 1.784)","('Shooters at the 2018 Asian Games', 1.5390000000000001)","('Shooters at the 2020 Summer Olympics', 1.5390000000000001)","('ISSF rifle shooters', 1.538)","('Shooters at the 2014 Asian Games', 1.508)","('Indian male sport shooters', 1.39)","('Indian female sport shooters', 1.256)","('Asian Games medalists in shooting', 1.232)","('2011 establishments in China', 0.98)","('Chinese websites', 0.98)"
"('Asian Games medalists in table tennis', 1.57)","('Table tennis players at the 2014 Asian Games', 1.57)","('Table tennis players at the 2016 Summer Olympics', 1.57)","('Shooters at the 2018 Asian Games', 1.5390000000000001)","('Shooters at the 2020 Summer Olympics', 1.5390000000000001)","('Commonwealth Games medallists in table tennis', 1.538)","('Olympic table tennis players of India', 1.538)","('Table tennis players at the 2018 Asian Games', 1.538)","('Table tennis players at the 2018 Commonwealth Games', 1.538)","('Table tennis players at the 2020 Summer Olympics', 1.538)"
"('Olympic shooters of India', 1.784)","('Shooters at the 2018 Asian Games', 1.5390000000000001)","('Shooters at the 2020 Summer Olympics', 1.5390000000000001)","('ISSF rifle shooters', 1.538)","('Shooters at the 2014 Asian Games', 1.508)","('Indian male sport shooters', 1.39)","('Indian female sport shooters', 1.256)","('Asian Games medalists in shooting', 1.232)","('2011 establishments in China', 0.98)","('Chinese websites', 0.98)"
