"('2015 romantic comedy films', 0.834)","('Films shot in Oman', 0.834)","('Indian courtroom films', 0.834)","('Cities and towns in Rajouri district', 0.817)","('2015 films', 0.785)","('Ceasefires', 0.769)","('Military diplomacy', 0.769)","('Indian romantic comedy films', 0.754)","('Peace mechanisms', 0.739)","('Military strategy', 0.641)"
"('Hindu religious clothing', 1.0)","('History of Asian clothing', 1.0)","('Nepalese clothing', 1.0)","('Saris', 1.0)","('Sri Lankan clothing', 1.0)","('Bangladeshi clothing', 0.96)","('History of fashion', 0.96)","('Indian clothing', 0.96)","('Pakistani clothing', 0.96)","('Dresses', 0.904)"
"('Friday', 0.008)","('Kerala', 0.007)","('Maharashtra', 0.001)","('Days of the week', 0.0)","('South India', 0.0)","('States and territories established in 1956', 0.0)","('States and union territories of India', 0.0)","('1960 establishments in India', 0.0)","('States and territories established in 1960', 0.0)","('Differential equations', 0.0)"
"('1160 establishments in Europe', 0.851)","('12th-century establishments in Portugal', 0.851)","('Municipalities of Santarém District', 0.851)","('Populated places in Santarém District', 0.851)","('Tomar', 0.851)","('Agriculture', 0.851)","('Food industry', 0.851)","('Knights Templar', 0.834)","('Agronomy', 0.834)","('Indian farmers', 0.695)"
"('Intention', 0.092)","('Planning', 0.042)","('Management', 0.017)"
"('Bharatiya Janata Party politicians from Arunachal Pradesh', 0.868)","('Lok Sabha members from Arunachal Pradesh', 0.868)","('Ministry of Home Affairs (India)', 0.868)","('People from West Kameng district', 0.868)","('Faculty of Law, University of Delhi alumni', 0.616)","('Justice', 0.513)","('Union ministers of state of India', 0.357)","('1971 births', 0.183)","('Philosophy of law', 0.183)","('1920 births', 0.183)"
"('Inauguration', 0.904)","('Lok Sabha members from Telangana', 0.739)","('Politicians from Hyderabad, India', 0.739)","('Telangana politicians', 0.739)","('Majlis-e-Ittehadul Muslimeen politicians', 0.709)","('Osmania University alumni', 0.681)","('Lok Sabha members from Andhra Pradesh', 0.654)","('Alumni of the University of London', 0.474)","('1969 births', 0.329)","('Office administration', 0.169)"
"('Articles with example Lisp (programming language) code', 0.941)","('Composite data types', 0.941)","('Lisp (programming language)', 0.941)","('Encodings', 0.904)","('Articles with example Scheme (programming language) code', 0.886)","('Functional programming', 0.886)","('Data types', 0.868)","('Ancient languages', 0.709)","('Languages attested from the 9th century', 0.709)","('Malayalam language', 0.709)"
"('Hills', 0.817)","('1849 establishments in British India', 0.681)","('Cities and towns in Kangra district', 0.681)","('Populated places established in 1849', 0.681)","('Hill stations in Himachal Pradesh', 0.668)","('Dharamshala', 0.654)","('Tibetan diaspora in India', 0.568)","('Tibetan Buddhist places', 0.535)","('1770s neologisms', 0.474)","('Slope landforms', 0.304)"
"('Territories', 0.922)","('Types of geographical division', 0.922)","('Second-person plural pronouns in English', 0.681)","('Military units and formations by size', 0.387)","('Types of administrative division', 0.004)"
"('Cities and towns in Mirzapur district', 0.98)","('Mirzapur', 0.98)","('1995 establishments in India', 0.922)","('Apna Dal', 0.922)","('Political parties established in 1995', 0.922)","('Apna Dal (Sonelal) politicians', 0.922)","('People from Mirzapur', 0.922)","('People from Varanasi district', 0.922)","('Apna Dal politicians', 0.904)","('Uttar Pradesh MLAs 2012–2017', 0.904)"
"('2011 Copa América players', 1.702)","('2015 Copa América players', 1.702)","('2021 Copa América players', 1.702)","('Paris Saint-Germain F.C. players', 1.702)","('FC Barcelona players', 1.668)","('Ligue 1 players', 1.668)","('Olympic medalists in football', 1.668)","('Expatriate footballers in France', 1.634)","('UEFA Champions League winning players', 1.602)","('Expatriate footballers in Spain', 1.57)"
"('Commonwealth Games medallists in gymnastics', 1.0)","('Gymnasts at the 2010 Asian Games', 1.0)","('Gymnasts at the 2014 Asian Games', 1.0)","('Gymnasts at the 2014 Commonwealth Games', 1.0)","('Gymnasts at the 2016 Summer Olympics', 1.0)","('Gymnasts at the 2018 Asian Games', 1.0)","('Indian female artistic gymnasts', 1.0)","('Olympic gymnasts of India', 1.0)","('People from Agartala', 1.0)","('Sportswomen from Tripura', 1.0)"
"('1976 establishments in India', 0.941)","('Indian company stubs', 0.941)","('Mass media companies established in 1976', 0.941)","('News agencies based in India', 0.941)","('Ahir', 0.464)","('Herding castes', 0.464)","('Lunar dynasty', 0.464)","('1992 establishments in Uttar Pradesh', 0.411)","('Democratic socialist parties in Asia', 0.411)","('Full member parties of the Socialist International', 0.411)"
"('Second-person plural pronouns in English', 0.681)","('Motivational theories', 0.411)","('Psychological theories', 0.411)","('Consumer', 0.364)","('2010 establishments in Massachusetts', 0.053)","('2018 initial public offerings', 0.053)","('American companies established in 2010', 0.053)","('Biotechnology companies established in 2010', 0.053)","('Companies based in Cambridge, Massachusetts', 0.053)","('Health care companies based in Massachusetts', 0.053)"
"('Management of obesity', 0.513)","('August', 0.437)","('Physical exercise', 0.15)","('Months', 0.0)"
"('Mascots', 0.922)","('Branding terminology', 0.886)","('Uniforms', 0.851)","('Brand management', 0.834)","('1849 establishments in British India', 0.681)","('Cities and towns in Kangra district', 0.681)","('Populated places established in 1849', 0.681)","('Hill stations in Himachal Pradesh', 0.668)","('Hebrew-language given names', 0.668)","('Dharamshala', 0.654)"
"('1976 establishments in India', 0.941)","('Indian company stubs', 0.941)","('Mass media companies established in 1976', 0.941)","('News agencies based in India', 0.941)","('Chief ministers from Samajwadi Party', 0.739)","('University of Sydney alumni', 0.739)","('Yadav family of Uttar Pradesh', 0.739)","('People from Etawah district', 0.724)","('People from Kannauj', 0.695)","('Ahir', 0.464)"
"('Air India', 0.941)","('Airlines established in 1932', 0.941)","('Airlines of India', 0.941)","('Companies nationalised by the Government of India', 0.941)","('Formerly government-owned companies of India', 0.941)","('Indian companies established in 1932', 0.941)","('Star Alliance', 0.941)","('Tata Sons subsidiaries', 0.941)","('Companies based in New Delhi', 0.922)","('Mascots', 0.922)"
"('Telecommunication theory', 0.336)"
"('July', 0.023)","('1507 establishments in India', 0.002)","('Cities and towns in Mumbai City district', 0.002)","('Populated places established in 1507', 0.002)","('Cities in Maharashtra', 0.001)","('Mumbai', 0.001)","('Port cities and towns of the Arabian Sea', 0.001)","('Months', 0.0)","('Former Portuguese colonies', 0.0)","('Indian capital cities', 0.0)"
"('Public records', 0.211)","('Weeks', 0.062)","('Parliamentary procedure', 0.001)","('Meetings', 0.0)","('Units of time', 0.0)"
"('Indian landlords', 0.724)","('Extortion', 0.654)","('Indian words and phrases', 0.641)","('Corporate liquidations', 0.591)","('Illegal occupations', 0.58)","('Abuse of the legal system', 0.58)","('Corporate law', 0.524)","('Organized crime activity', 0.503)","('Corruption', 0.483)","('Marathi-language surnames', 0.411)"
"('Nautical terminology', 0.503)","('Telecommunication theory', 0.336)","('Biology and pharmacology of chemical elements', 0.0)","('Breathing gases', 0.0)","('Chalcogens', 0.0)","('Chemical elements', 0.0)","('Chemical substances for emergency medicine', 0.0)","('Diatomic nonmetals', 0.0)","('E-number additives', 0.0)","('Oxidizing agents', 0.0)"
"('1970s drama film stubs', 1.0)","('1974 drama films', 0.98)","('Films directed by B. R. Ishara', 0.98)","('Comedy', 0.98)","('1970s Hindi-language film stubs', 0.941)","('1974 films', 0.941)","('1970s Hindi-language films', 0.851)","('Trains', 0.464)","('Hindi-language films', 0.269)","('Indian films', 0.022)"
"('1895 births', 1.0)","('Baltimore Black Sox players', 1.0)","('Brooklyn Royal Giants players', 1.0)","('Detroit Stars players', 1.0)","('People from Walker County, Georgia', 1.0)","('1969 deaths', 0.98)","('Baseball pitchers', 0.98)","('Baseball players from Georgia (U.S. state)', 0.98)","('20th-century African-American people', 0.904)","('People from Dhule district', 0.886)"
"('1160 establishments in Europe', 0.851)","('12th-century establishments in Portugal', 0.851)","('Municipalities of Santarém District', 0.851)","('Populated places in Santarém District', 0.851)","('Tomar', 0.851)","('Agriculture', 0.851)","('Food industry', 0.851)","('Knights Templar', 0.834)","('Agronomy', 0.834)","('Indian farmers', 0.695)"
"('Winter', 0.868)","('Budgets', 0.817)","('Home economics', 0.535)","('Climate of Asia', 0.111)","('Tropical meteorology', 0.111)","('Winds', 0.111)","('Wind', 0.089)","('Climate patterns', 0.069)","('Flood', 0.021)","('Rain', 0.019)"
"('Agnivansha', 0.922)","('Gurjar clans', 0.922)","('Feminism', 0.922)","('Gender', 0.922)","('Sociological theories', 0.904)","('Rajput clans', 0.868)","('Dynasties of India', 0.868)","('Hindu dynasties', 0.851)","('Aviation', 0.834)","('Scindia dynasty of Gwalior', 0.31)"
"('Bharatiya Janata Party politicians from Arunachal Pradesh', 0.868)","('Lok Sabha members from Arunachal Pradesh', 0.868)","('Ministry of Home Affairs (India)', 0.868)","('People from West Kameng district', 0.868)","('Faculty of Law, University of Delhi alumni', 0.616)","('Union ministers of state of India', 0.357)","('1971 births', 0.183)","('Information', 0.18)","('Information science', 0.172)","('Indian Buddhists', 0.12)"
"('Agnivansha', 0.922)","('Gurjar clans', 0.922)","('Feminism', 0.922)","('Gender', 0.922)","('Sociological theories', 0.904)","('Rajput clans', 0.868)","('Dynasties of India', 0.868)","('Hindu dynasties', 0.851)","('Aviation', 0.834)","('Scindia dynasty of Gwalior', 0.31)"
"('Cities and towns in East Khasi Hills district', 1.96)","('East Khasi Hills district', 1.96)","('Geography of Meghalaya', 1.96)","('1864 establishments in India', 1.0)","('Hill stations in Meghalaya', 1.0)","('Shillong', 1.0)","('Weather extremes of Earth', 0.922)","('Video blogs', 0.851)","('Videographers', 0.851)","('Web syndication', 0.851)"
"('Past', 0.922)","('Maharashtra Bharatiya Janata Party politician stubs', 0.769)","('Members of the Maharashtra Legislative Assembly', 0.769)","('Criticism', 0.695)","('Literary concepts', 0.681)","('Philosophical methodology', 0.446)","('1952 births', 0.428)","('Leaders of the Opposition in the Maharashtra Legislative Assembly', 0.31)","('Maharashtra MLAs 1995–1999', 0.304)","('Maharashtra MLAs 2004–2009', 0.28)"
"('Cities in Bundelkhand', 0.98)","('Damoh', 0.98)","('Cities in Madhya Pradesh', 0.628)","('Crowds', 0.535)","('Madhya Pradesh', 0.31)","('Redirects to Wiktionary', 0.104)","('Social groups', 0.01)","('Surnames', 0.0)","('1956 establishments in India', 0.0)","('States and territories established in 1956', 0.0)"
"('Mussoorie', 1.538)","('Uttarakhand geography stubs', 0.922)","('Waterfall stubs', 0.922)","('Waterfalls of Uttarakhand', 0.922)","('Waterfalls', 0.886)","('1670s establishments in Asia', 0.868)","('Dehradun', 0.868)","('Dehradun district', 0.868)","('Populated places established in the 1670s', 0.868)","('Winter', 0.868)"
"('Mussoorie', 1.538)","('Uttarakhand geography stubs', 0.922)","('Waterfall stubs', 0.922)","('Waterfalls of Uttarakhand', 0.922)","('American inventions', 0.91)","('Waterfalls', 0.886)","('1670s establishments in Asia', 0.868)","('Dehradun', 0.868)","('Dehradun district', 0.868)","('Populated places established in the 1670s', 0.868)"
"('Telecommunication theory', 0.336)","('Friday', 0.008)","('Days of the week', 0.0)"
"('Air India', 0.941)","('Airlines established in 1932', 0.941)","('Airlines of India', 0.941)","('Companies nationalised by the Government of India', 0.941)","('Formerly government-owned companies of India', 0.941)","('Indian companies established in 1932', 0.941)","('Star Alliance', 0.941)","('Tata Sons subsidiaries', 0.941)","('Companies based in New Delhi', 0.922)","('Mascots', 0.922)"
"('1976 neologisms', 0.769)","('Memes', 0.769)","('Collective intelligence', 0.739)","('Cultural anthropology', 0.739)","('Philosophy of language', 0.654)","('Punishment', 0.557)","('Revenge', 0.545)","('Cameras', 0.446)","('Optical devices', 0.446)","('Photography equipment', 0.446)"
"('Glacial deposits', 0.233)","('Glaciology', 0.233)","('Sedimentary rocks', 0.229)","('Sediments', 0.229)","('Mass media in Uttar Pradesh', 0.06)","('News media in India', 0.06)","('Indian news websites', 0.059)","('Data', 0.056)","('Data management', 0.055)","('July', 0.023)"
"('ATK (football club) owners', 0.98)","('Bengali cricketers', 0.98)","('Cricketers from Kolkata', 0.98)","('Glamorgan cricketers', 0.98)","('Indian sports executives and administrators', 0.98)","('Presidents of the Cricket Association of Bengal', 0.98)","('Marylebone Cricket Club cricketers', 0.96)","('Lancashire cricketers', 0.941)","('Northamptonshire cricketers', 0.941)","('East Zone cricketers', 0.904)"
"('Waste management', 0.96)","('Economic efficiency', 0.941)","('People from Haryana', 0.801)","('Engineering concepts', 0.535)","('Commerce and Industry Ministers of India', 0.503)","('Indian accountants', 0.503)","('Rajya Sabha members from the Bharatiya Janata Party', 0.464)","('Finance Ministers of India', 0.387)","('Heat transfer', 0.364)","('Ministers of Power of India', 0.298)"
"('Telecommunication theory', 0.336)"
"('Cities and towns in Ganjam district', 0.96)","('Forts in Odisha', 0.96)","('History of Odisha', 0.96)","('Star forts', 0.96)","('WikiProject Ganjam', 0.96)","('Crowds', 0.535)","('1770s neologisms', 0.474)","('Coasts', 0.428)","('Coastal geography', 0.269)","('Boxing terminology', 0.233)"
"('Senses', 0.886)","('Documentaries', 0.851)","('Evolutionary psychology', 0.838)","('Sensory systems', 0.769)","('1976 neologisms', 0.769)","('Memes', 0.769)","('Collective intelligence', 0.739)","('Cultural anthropology', 0.739)","('Philosophy of language', 0.654)","('Punishment', 0.557)"
"('Mussoorie', 1.538)","('Uttarakhand geography stubs', 0.922)","('Waterfall stubs', 0.922)","('Waterfalls of Uttarakhand', 0.922)","('American inventions', 0.91)","('Waterfalls', 0.886)","('1670s establishments in Asia', 0.868)","('Dehradun', 0.868)","('Dehradun district', 0.868)","('Populated places established in the 1670s', 0.868)"
"('2016 action comedy films', 0.695)","('2016 black comedy films', 0.695)","('British action comedy films', 0.695)","('British black comedy films', 0.695)","('British comedy thriller films', 0.695)","('Film4 Productions films', 0.695)","('Films about arms trafficking', 0.695)","('Films about violence', 0.695)","('Films directed by Ben Wheatley', 0.695)","('Films set in Boston', 0.695)"
"('Geography of Kullu district', 1.0)","('Geography of Lahaul and Spiti district', 1.0)","('Mountain passes of Himachal Pradesh', 1.0)","('Mountain passes of the Himalayas', 1.0)","('Transport in Manali, Himachal Pradesh', 1.0)","('Behavior', 0.724)","('Punishment', 0.557)","('Revenge', 0.545)","('Crowds', 0.535)","('Motivational theories', 0.411)"
"('Cities and towns in Kulgam district', 0.98)","('Geography of Pakistan', 0.025)","('Kashmir', 0.024)","('Kashmiri-speaking countries and territories', 0.024)","('Jammu (city)', 0.007)","('Cities and towns in Jammu district', 0.005)","('Types of administrative division', 0.004)","('Cities and towns in Jammu and Kashmir', 0.004)","('Municipal corporations in Jammu and Kashmir', 0.004)","('Disputed territories in Asia', 0.001)"

"('Language', 0.002)","('Speech', 0.002)","('Oral communication', 0.001)","('Communication', 0.0)"
"('21st-century Japanese politicians', 1.0)","('21st-century Japanese women politicians', 1.0)","('Environment ministers of Japan', 1.0)","('Female members of the House of Councillors (Japan)', 1.0)","('Japanese politician, 1970s birth stubs', 1.0)","('Liberal Democratic Party (Japan) politicians', 1.0)","('Members of the House of Councillors (Japan)', 1.0)","('People from Kobe', 1.0)","('Recipients of the Paralympic Order', 1.0)","('Spouses of Japanese politicians', 1.0)"
"('Pharmacodynamics', 0.513)","('Medical terminology', 0.005)"
"('2015 romantic comedy films', 0.834)","('Films shot in Oman', 0.834)","('Indian courtroom films', 0.834)","('Cities and towns in Rajouri district', 0.817)","('2015 films', 0.785)","('Ceasefires', 0.769)","('Military diplomacy', 0.769)","('Indian romantic comedy films', 0.754)","('Peace mechanisms', 0.739)","('Military strategy', 0.641)"
"('Documentaries', 0.851)","('1976 neologisms', 0.769)","('Memes', 0.769)","('Collective intelligence', 0.739)","('Cultural anthropology', 0.739)","('Philosophy of language', 0.654)","('Punishment', 0.557)","('Revenge', 0.545)","('Evolutionary psychology', 0.419)","('Philosophical theories', 0.336)"
"('Diaspora studies', 1.0)","('Diasporas', 1.0)","('19th century in Costa Rica', 1.0)","('History of Costa Rica', 1.0)","('Politics of Costa Rica', 1.0)","('Sports champions', 0.886)","('Sports competitors', 0.886)","('Employment', 0.817)","('Terminology used in multiple sports', 0.072)","('Thor', 0.032)"
"('Technology in society', 0.292)","('Business', 0.18)","('Entrepreneurship', 0.169)","('Infrastructure', 0.115)","('Construction', 0.077)","('Legal doctrines and principles', 0.036)","('Safety', 0.026)","('Emergency management', 0.001)","('Crisis', 0.0)","('Main topic articles', 0.0)"
"('BIOS', 0.96)","('Booting', 0.96)","('Computer errors', 0.922)","('Computer jargon', 0.922)","('Morning', 0.052)","('Time in astronomy', 0.007)","('Communication', 0.0)","('Parts of a day', 0.0)"
"('Lamas', 1.772)","('Tibetan Buddhist titles', 1.772)","('Avalokiteśvara', 0.922)","('Dalai Lamas', 0.922)","('Gelug tulkus', 0.922)","('People from Lhasa', 0.922)","('Politics of Tibet', 0.922)","('Bodhisattvas', 0.886)","('Deified people', 0.886)","('Etiquette', 0.769)"
"('Mass murder', 1.0)","('Massacres', 1.0)","('Festivals in Himachal Pradesh', 0.96)","('Food and drink festival stubs', 0.96)","('Food and drink festivals in India', 0.96)","('Indian cuisine stubs', 0.96)","('Indian festival stubs', 0.96)","('Killings by type', 0.922)","('Given names', 0.0)","('Indian masculine given names', 0.0)"
"('Cooperatives', 1.0)","('Market socialism', 1.0)","('Mutualism (movement)', 1.0)","('Private aid programs', 1.0)","('Business models', 0.96)","('Types of business entity', 0.754)","('Ethology', 0.724)","('Moral psychology', 0.628)","('Quantity', 0.535)","('Organizational theory', 0.199)"
"('Deliberative groups', 0.195)","('Houses', 0.115)","('Housing', 0.077)","('Structural system', 0.055)","('Legislatures', 0.0)","('Home', 0.0)"
"('1849 establishments in British India', 0.681)","('Cities and towns in Kangra district', 0.681)","('Populated places established in 1849', 0.681)","('Hill stations in Himachal Pradesh', 0.668)","('Dharamshala', 0.654)","('Tibetan diaspora in India', 0.568)","('Tibetan Buddhist places', 0.535)","('African clothing', 0.503)","('Masks', 0.503)","('Himachal Pradesh', 0.466)"
"('Companies disestablished in 2008', 0.904)","('Real estate companies established in 2000', 0.904)","('Real estate in the United Kingdom', 0.904)","('Deliberative groups', 0.195)","('Workforce', 0.0)","('Legislatures', 0.0)"
"('Cities and towns in Rajouri district', 1.634)","('Rajouri district', 0.904)","('Cross symbols', 0.904)","('Petroglyphs', 0.904)","('Religious symbols', 0.904)","('Ceasefires', 0.769)","('Military diplomacy', 0.769)","('Peace mechanisms', 0.739)","('Military strategy', 0.641)","('Jammu and Kashmir geography stubs', 0.628)"
"('Punishment', 0.557)","('Revenge', 0.545)","('Fear', 0.437)","('Evolutionary psychology', 0.419)","('Organizational theory', 0.199)","('Leadership', 0.019)","('Majority–minority relations', 0.018)","('Management', 0.017)","('Management occupations', 0.016)","('Emotions', 0.006)"
"('Companies disestablished in 2008', 0.904)","('Real estate companies established in 2000', 0.904)","('Real estate in the United Kingdom', 0.904)","('Deliberative groups', 0.195)","('Workforce', 0.0)","('Legislatures', 0.0)"
"('2015 establishments in Uttar Pradesh', 0.817)","('Television channels and stations established in 2015', 0.817)","('Television channels based in Noida', 0.817)","('Hindi-language television channels in India', 0.474)","('Hindi-language television stations', 0.474)","('Indian television stubs', 0.455)","('Deliberative groups', 0.195)","('Communication', 0.0)","('Legislatures', 0.0)"
"('1849 establishments in British India', 0.681)","('Cities and towns in Kangra district', 0.681)","('Populated places established in 1849', 0.681)","('Hill stations in Himachal Pradesh', 0.668)","('Dharamshala', 0.654)","('Tibetan diaspora in India', 0.568)","('Tibetan Buddhist places', 0.535)","('African clothing', 0.503)","('Masks', 0.503)","('Himachal Pradesh', 0.466)"
"('Academics of the University of East Anglia', 1.0)","('Indian newspaper journalists', 1.0)","('Manmohan Singh administration', 0.941)","('Indian political journalists', 0.886)","('Positive psychology', 0.785)","('Jawaharlal Nehru University alumni', 0.709)","('Characters in the Mahabharata', 0.681)","('Narcissism', 0.545)","('Indian male journalists', 0.428)","('Emotions', 0.006)"
"('Differential operators', 1.0)","('Vector calculus', 1.0)","('IOC-recognised international federations', 1.0)","('Organisations based in London', 1.0)","('Sailing in the United Kingdom', 1.0)","('Sailing rules and handicapping', 1.0)","('Sport in London', 1.0)","('World Sailing', 1.0)","('Sailors', 0.96)","('National accounts', 0.922)"
"('Maharashtra Bharatiya Janata Party politician stubs', 0.769)","('Members of the Maharashtra Legislative Assembly', 0.769)","('Criticism', 0.695)","('Literary concepts', 0.681)","('Philosophical methodology', 0.446)","('1952 births', 0.428)","('Leaders of the Opposition in the Maharashtra Legislative Assembly', 0.31)","('Maharashtra MLAs 1995–1999', 0.304)","('Maharashtra MLAs 2004–2009', 0.28)","('Shiv Sena politicians', 0.233)"
"('Hudson Institute', 0.904)","('Illinois Institute of Technology alumni', 0.904)","('Engineers from Karnataka', 0.886)","('Indian computer scientists', 0.851)","('Politicians from Bangalore', 0.739)","('Malayali people', 0.628)","('Indian billionaires', 0.591)","('Rajya Sabha members from Karnataka', 0.483)","('Rajya Sabha members from the Bharatiya Janata Party', 0.464)","('Bharatiya Janata Party politicians from Karnataka', 0.329)"
"('Deontological ethics', 0.616)","('Contract law', 0.153)","('Tort law', 0.055)","('Ethical principles', 0.031)","('Teams', 0.02)","('Social groups', 0.01)","('Virtue', 0.003)","('Ethics', 0.0)"
"('Mussoorie', 1.538)","('Uttarakhand geography stubs', 0.922)","('Waterfall stubs', 0.922)","('Waterfalls of Uttarakhand', 0.922)","('American inventions', 0.91)","('Summer', 0.868)","('Video blogs', 0.851)","('Videographers', 0.851)","('Web syndication', 0.851)","('Tourist attractions in Dehradun', 0.851)"
"('Surnames', 0.0)","('1965 births', 0.0)","('20th-century Indian journalists', 0.0)","('21st-century Indian journalists', 0.0)","('Alumni of University College, Oxford', 0.0)","('Cathedral and John Connon School alumni', 0.0)","('Gujarati people', 0.0)","('Indian cricketers', 0.0)","('Indian male television journalists', 0.0)","('Indian opinion journalists', 0.0)"
"('Energy', 0.96)","('Universe', 0.96)","('Vaishnavism', 0.535)","('Forms of Vishnu', 0.437)","('Nature', 0.253)","('Hindu philosophical concepts', 0.104)","('Main topic articles', 0.0)","('Scalar physical quantities', 0.0)"
"('Spokespersons', 0.12)","('Business occupations', 0.117)","('Indian people stubs', 0.085)","('Society', 0.049)","('Political occupations', 0.036)","('Types of organization', 0.015)","('Bharatiya Janata Party politicians from Uttar Pradesh', 0.003)","('Main topic articles', 0.0)","('Living people', 0.0)"
"('All India Trinamool Congress politicians', 1.0)","(""Alumni of King's College London"", 1.0)","('Assam Indian National Congress politician stubs', 1.0)","('Indian National Congress politicians from Assam', 1.0)","('People from Silchar', 1.0)","('Women in Assam politics', 1.0)","('Spokespersons', 0.12)","('Business occupations', 0.117)","('Political occupations', 0.036)","('1972 births', 0.004)"
"('Waste management', 0.96)","('Economic efficiency', 0.941)","('Cosmetics', 0.886)","('Stagecraft', 0.724)","('Personality', 0.58)","('Engineering concepts', 0.535)","('Heat transfer', 0.364)","('Performing arts', 0.336)","('Computer graphics', 0.224)","('Digital photography', 0.224)"
"('Hudson Institute', 0.904)","('Illinois Institute of Technology alumni', 0.904)","('Engineers from Karnataka', 0.886)","('Indian computer scientists', 0.851)","('Politicians from Bangalore', 0.739)","('Malayali people', 0.628)","('Indian billionaires', 0.591)","('Rajya Sabha members from Karnataka', 0.483)","('Rajya Sabha members from the Bharatiya Janata Party', 0.464)","('Bharatiya Janata Party politicians from Karnataka', 0.329)"
"('Sensory organs', 0.464)","('Visual system', 0.464)","('Eye', 0.419)"
"('Influence (social and political)', 0.922)","('Simple living', 0.922)","('Ambani family', 0.922)","('Foreign associates of the National Academy of Engineering', 0.922)","('Hill Grange High School alumni', 0.922)","('Indian businesspeople in the oil industry', 0.922)","('Institute of Chemical Technology alumni', 0.922)","('Reliance Industries people', 0.922)","('Indian industrialists', 0.886)","('Giving', 0.851)"
"('Martin Place', 0.357)","('Seven Network', 0.357)","('Seven News', 0.357)","('Evening', 0.108)","('Standards and measurement stubs', 0.108)","('Controversies', 0.035)","('English words', 0.022)","('2006 establishments in California', 0.004)","('2006 in San Francisco', 0.004)","('2013 initial public offerings', 0.004)"
"('Budgets', 0.817)","('Bharatiya Janata Party politicians from Himachal Pradesh', 0.668)","('People from Hamirpur, Himachal Pradesh', 0.668)","('Himachal Pradesh cricketers', 0.654)","('Lok Sabha members from Himachal Pradesh', 0.641)","('Members of the Board of Control for Cricket in India', 0.641)","('Home economics', 0.535)","('Technology in society', 0.292)","('Presidents of the Board of Control for Cricket in India', 0.224)","('Indian cricket administrators', 0.203)"
"('Andhra Pradesh', 0.264)","('Data', 0.056)","('Data management', 0.055)","('Health', 0.008)","('Kerala', 0.007)","('Indian states articles by quality', 0.003)","('Tamil Nadu', 0.003)","('Tamil-speaking countries and territories', 0.002)","('1507 establishments in India', 0.002)","('Cities and towns in Mumbai City district', 0.002)"
"('2010s Italian film stubs', 1.0)","('2012 drama films', 1.0)","('Films directed by Ivano De Matteo', 1.0)","('French drama films', 1.0)","('Italian drama films', 0.96)","('French films', 0.941)","('Italian films', 0.941)","('2012 films', 0.834)","('Arguments in philosophy of mind', 0.568)","('Concepts in ancient Greek epistemology', 0.568)"
"('Sensory organs', 0.464)","('Visual system', 0.464)","('Eye', 0.419)"
"('Uttar Pradesh MLAs 2012–2017', 0.904)","('Uttar Pradesh politician stubs', 0.886)","('Politicians from Lucknow', 0.419)","('Jain religious occupations', 0.419)","('Vajrayana Buddhists', 0.419)","('Yogis', 0.419)","('Asceticism', 0.379)","('1977 births', 0.191)","('21st-century Buddhists', 0.191)","('Indian National Congress politicians from Delhi', 0.191)"
"('Fishing industry', 0.98)","('Fishers', 0.98)","('Food services occupations', 0.96)","('Marine occupations', 0.801)"
"('Cities and towns in Rajouri district', 1.634)","('Federal law enforcement agencies of Pakistan', 1.0)","('Military in Sindh', 1.0)","('Ministry of Interior (Pakistan)', 1.0)","('Non-military counter-terrorist organizations', 1.0)","('Paramilitary forces of Pakistan', 1.0)","('Government agencies established in 1947', 0.98)","('Rajouri district', 0.904)","('Cross symbols', 0.904)","('Petroglyphs', 0.904)"
"('Bankruptcy', 0.96)","('Restructuring', 0.96)","('Human resource management', 0.922)","('Indians imprisoned during the Emergency (India)', 0.591)","('Members of the Maharashtra Legislative Council', 0.568)","('Education Ministers of India', 0.545)","('Savitribai Phule Pune University alumni', 0.535)","('Ministers for Information and Broadcasting of India', 0.513)","('Rajya Sabha members from the Bharatiya Janata Party', 0.464)","('Corporate finance', 0.292)"
"('Bankruptcy', 0.96)","('Restructuring', 0.96)","('Human resource management', 0.922)","('Indians imprisoned during the Emergency (India)', 0.591)","('Members of the Maharashtra Legislative Council', 0.568)","('Education Ministers of India', 0.545)","('Savitribai Phule Pune University alumni', 0.535)","('Ministers for Information and Broadcasting of India', 0.513)","('Rajya Sabha members from the Bharatiya Janata Party', 0.464)","('Corporate finance', 0.292)"
"('Economy', 0.229)","('Intention', 0.092)","('Planning', 0.042)","('Teams', 0.02)","('Management', 0.017)","('Social groups', 0.01)","('Main topic articles', 0.0)"
"('Robbery', 0.922)","('Tourist attractions in Dehradun', 0.851)","('Hill stations in Uttarakhand', 0.785)","('Mussoorie', 0.769)","('Cities and towns in Dehradun district', 0.739)","('Illegal occupations', 0.58)","('Tibetan diaspora in India', 0.568)","('Cameras', 0.446)","('Optical devices', 0.446)","('Photography equipment', 0.446)"
"('Maharashtra Bharatiya Janata Party politician stubs', 0.769)","('Members of the Maharashtra Legislative Assembly', 0.769)","('Criticism', 0.695)","('Literary concepts', 0.681)","('Philosophical methodology', 0.446)","('1952 births', 0.428)","('Leaders of the Opposition in the Maharashtra Legislative Assembly', 0.31)","('Maharashtra MLAs 1995–1999', 0.304)","('Maharashtra MLAs 2004–2009', 0.28)","('Shiv Sena politicians', 0.233)"
"('Sangam literature', 1.0)","('Tamil poetics', 1.0)","('Given names', 0.0)","('Indian masculine given names', 0.0)","('Surnames', 0.0)"
